#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV4038	species	Gloiopeltis furcata	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Endocladiaceae	Gloiopeltis	Gloiopeltis furcata	best hit
ASV4046	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV406	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4082	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4122	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV414	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV415	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV416	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4178	species	Callithamnion corymbosum	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Callithamnion	Callithamnion corymbosum	best hit
ASV4179	species	Scutellidium sp. FHL 1	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Tisbidae	Scutellidium	Scutellidium sp. FHL 1	best hit
ASV4185	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV42	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4218	species	Polycystis hamata	Eukaryota	Platyhelminthes	Rhabditophora	Rhabdocoela	Polycystididae	Polycystis	Polycystis hamata	best hit
ASV4219	species	Amonardia perturbata	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Miraciidae	Amonardia	Amonardia perturbata	best hit
ASV4222	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4232	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4247	species	Tisbe sp. FHL 5	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Tisbidae	Tisbe	Tisbe sp. FHL 5	best hit
ASV432	species	Micromonas pusilla CCMP1545	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla CCMP1545	best hit
ASV434	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV437	species	Candidatus Pelagibacter ubique HTCC1062	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique HTCC1062	best hit
ASV4415	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4435	species	Candidatus Pelagibacter ubique HTCC1062	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique HTCC1062	best hit
ASV4451	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4489	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4493	genus	Eucheuma	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	Eucheuma	no identification	lca
ASV45	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	best hit
ASV4509	species	Leuckartiara sp. PS-2018	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara sp. PS-2018	best hit
ASV4510	genus	Micromonas	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no identification	lca
ASV4521	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4527	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV458	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4592	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4595	species	Pleurobrachia bachei	Eukaryota	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	Pleurobrachia	Pleurobrachia bachei	best hit
ASV462	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4638	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV466	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV4672	species	Candidatus Pelagibacter sp. IMCC9063	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063	best hit
ASV470	species	Hemipodia simplex	Eukaryota	Annelida	Polychaeta	Phyllodocida	Glyceridae	Hemipodia	Hemipodia simplex	best hit
ASV4745	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4780	species	Skeletonema dohrnii	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema dohrnii	best hit
ASV4788	species	Stauridiosarsia producta	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Stauridiosarsia	Stauridiosarsia producta	best hit
ASV482	genus	Micromonas	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no identification	lca
ASV4897	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV4930	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV5024	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV5091	species	Formosa sp. Hel3_A1_48	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel3_A1_48	best hit
ASV5114	genus	Celleporella	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Hippothoidae	Celleporella	no identification	lca
ASV5118	species	Pentamera lissoplaca	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae	Pentamera	Pentamera lissoplaca	best hit
ASV5122	species	Acrochaetium plumosum	Eukaryota	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	Acrochaetium plumosum	best hit
ASV517	genus	Chaetoceros	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no identification	lca
ASV520	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	best hit
ASV537	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV552	species	Paracalanus sp. C AC-2013	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013	best hit
ASV555	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV557	species	Paracalanus sp. C AC-2013	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013	best hit
ASV573	genus	Emiliania	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	no identification	lca
ASV599	species	Chloroparvula pacifica	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica	best hit
ASV603	species	Phaeocystis globosa	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	best hit
ASV613	species	Chloroparvula pacifica	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica	best hit
ASV662	genus	Thalassionema	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	no identification	lca
ASV678	species	Pseudo-nitzschia hasleana	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia hasleana	best hit
ASV685	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV688	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV698	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	best hit
ASV7	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV70	species	Thalassiosira nordenskioeldii	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira nordenskioeldii	best hit
ASV711	species	Rhizosolenia setigera	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera	best hit
ASV718	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV73	species	Phaeocystis globosa	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	best hit
ASV74	genus	Micromonas	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no identification	lca
ASV740	species	Phaeocystis globosa	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	best hit
ASV742	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV762	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV764	species	Haliotis kamtschatkana kamtschatkana	Eukaryota	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis kamtschatkana kamtschatkana	best hit
ASV778	species	Calliostoma ligatum	Eukaryota	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma ligatum	best hit
ASV842	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV853	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV9	genus	Emiliania	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	no identification	lca
ASV906	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV916	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV920	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV937	species	Pomaulax gibberosus	Eukaryota	Mollusca	Gastropoda	Trochida	Turbinidae	Pomaulax	Pomaulax gibberosus	best hit
ASV946	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
